"ID","NAME","DESCRIPTION"
"S124.GR","Non MMF investment funds, Greece","Non MMF investment funds, Greece"
"S124.HK","Non MMF investment funds, Hong Kong","Non MMF investment funds, Hong Kong"
"S124.HR","Non MMF investment funds, Croatia","Non MMF investment funds, Croatia"
"S124.HU","Non MMF investment funds, Hungary","Non MMF investment funds, Hungary"
"S124.ID","Non MMF investment funds, Indonesia","Non MMF investment funds, Indonesia"
"S124.IE","Non MMF investment funds, Ireland","Non MMF investment funds, Ireland"
"S124.IL","Non MMF investment funds, Israel","Non MMF investment funds, Israel"
"S124.IM","Non MMF investment funds, Isle of Man","Non MMF investment funds, Isle of Man"
"S124.IN","Non MMF investment funds, India","Non MMF investment funds, India"
"S124.IO","Non MMF investment funds, British Indian Ocean Territory (the)","Non MMF investment funds, British Indian Ocean Territory (the)"
"S124.IS","Non MMF investment funds, Iceland","Non MMF investment funds, Iceland"
"S124.IT","Non MMF investment funds, Italy","Non MMF investment funds, Italy"
"S124.JE","Non MMF investment funds, Jersey","Non MMF investment funds, Jersey"
"S124.JP","Non MMF investment funds, Japan","Non MMF investment funds, Japan"
"S124.KE","Non MMF investment funds, Kenya","Non MMF investment funds, Kenya"
"S124.KR","Non MMF investment funds, Korea (the Republic of)","Non MMF investment funds, Korea (the Republic of)"
"S124.KY","Non MMF investment funds, Cayman Islands (the)","Non MMF investment funds, Cayman Islands (the)"
"S124.KZ","Non MMF investment funds, Kazakhstan","Non MMF investment funds, Kazakhstan"
"S124.LB","Non MMF investment funds, Lebanon","Non MMF investment funds, Lebanon"
"S124.LR","Non MMF investment funds, Liberia","Non MMF investment funds, Liberia"
"S124.LU","Non MMF investment funds, Luxembourg","Non MMF investment funds, Luxembourg"
"S124.LV","Non MMF investment funds, Latvia","Non MMF investment funds, Latvia"
"S124.LY","Non MMF investment funds, Libya","Non MMF investment funds, Libya"
"S124.ME","Non MMF investment funds, Montenegro","Non MMF investment funds, Montenegro"
"S124.MH","Non MMF investment funds, Marshall Islands (the)","Non MMF investment funds, Marshall Islands (the)"
"S124.MK","Non MMF investment funds, Macedonia (the former Yugoslav Republic of)","Non MMF investment funds, Macedonia (the former Yugoslav Republic of)"
"S124.MN","Non MMF investment funds, Mongolia","Non MMF investment funds, Mongolia"
"S124.MU","Non MMF investment funds, Mauritius","Non MMF investment funds, Mauritius"
"S124.MW","Non MMF investment funds, Malawi","Non MMF investment funds, Malawi"
"S124.MX","Non MMF investment funds, Mexico","Non MMF investment funds, Mexico"
"S124.NG","Non MMF investment funds, Nigeria","Non MMF investment funds, Nigeria"
"S124.NL","Non MMF investment funds, Netherlands (the)","Non MMF investment funds, Netherlands excluding Aruba (AW), Bonaire, Saint Eustatius and Saba (BQ), Curacao (CW), Sint Maarten (SX)"
"S124.NO","Non MMF investment funds, Norway","Non MMF investment funds, Norway excluding Svalbard and Jan Mayen (SJ)"
"S124.NZ","Non MMF investment funds, New Zealand","Non MMF investment funds, New Zealand"
"S124.OM","Non MMF investment funds, Oman","Non MMF investment funds, Oman"
"S124.PA","Non MMF investment funds, Panama","Non MMF investment funds, Panama"
"S124.PE","Non MMF investment funds, Peru","Non MMF investment funds, Peru"
"S124.PG","Non MMF investment funds, Papua New Guinea","Non MMF investment funds, Papua New Guinea"
"S124.PH","Non MMF investment funds, Philippines (the)","Non MMF investment funds, Philippines (the)"
"S124.PL","Non MMF investment funds, Poland","Non MMF investment funds, Poland"
"S124.PT","Non MMF investment funds, Portugal","Non MMF investment funds, Portugal"
"S124.QA","Non MMF investment funds, Qatar","Non MMF investment funds, Qatar"
"S124.RO","Non MMF investment funds, Romania","Non MMF investment funds, Romania"
"S124.RS","Non MMF investment funds, Serbia","Non MMF investment funds, Serbia"
"S124.RU","Non MMF investment funds, Russian Federation (the)","Non MMF investment funds, Russian Federation (the)"
"S124.SA","Non MMF investment funds, Saudi Arabia","Non MMF investment funds, Saudi Arabia"
"S124.SC","Non MMF investment funds, Seychelles","Non MMF investment funds, Seychelles"
"S124.SD","Non MMF investment funds, Sudan (the)","Non MMF investment funds, Sudan (the)"
"S124.SE","Non MMF investment funds, Sweden","Non MMF investment funds, Sweden"
"S124.SG","Non MMF investment funds, Singapore","Non MMF investment funds, Singapore"
"S124.SH","Non MMF investment funds, Saint Helena, Ascension and Tristan da Cunha","Non MMF investment funds, Saint Helena, Ascension and Tristan da Cunha"
"S124.SI","Non MMF investment funds, Slovenia","Non MMF investment funds, Slovenia"
"S124.SK","Non MMF investment funds, Slovakia","Non MMF investment funds, Slovakia"
"S124.TH","Non MMF investment funds, Thailand","Non MMF investment funds, Thailand"
"S124.TR","Non MMF investment funds, Turkey","Non MMF investment funds, Turkey"
"S124.TW","Non MMF investment funds, Taiwan (Province of China)","Non MMF investment funds, Taiwan (Province of China)"
"S124.TZ","Non MMF investment funds, Tanzania, United Republic of","Non MMF investment funds, Tanzania, United Republic of"
"S124.UA","Non MMF investment funds, Ukraine","Non MMF investment funds, Ukraine"
"S124.US","Non MMF investment funds, United States of America (the)","Non MMF investment funds, United States excluding American Samoa (AS), Guam (GU), Northern Mariana Islands (MP), Puerto Rico (PR), United States Minor Outlying Islands (UM), Virgin Islands, U.S. (VI)"
"S124.VA","Non MMF investment funds, Holy See (the)","Non MMF investment funds, Holy See (the)"
"S124.VE","Non MMF investment funds, Venezuela (Bolivarian Republic of)","Non MMF investment funds, Venezuela (Bolivarian Republic of)"
"S124.VG","Non MMF investment funds, Virgin Islands (British)","Non MMF investment funds, Virgin Islands (British)"
"S124.ZA","Non MMF investment funds, South Africa","Non MMF investment funds, South Africa"
"S124.ZM","Non MMF investment funds, Zambia","Non MMF investment funds, Zambia"
"S125.AE","Other financial intermediaries, except insurance corporations and pension funds, United Arab Emirates (the)","Other financial intermediaries, except insurance corporations and pension funds, United Arab Emirates (the)"
"S125.AF","Other financial intermediaries, except insurance corporations and pension funds, Afghanistan","Other financial intermediaries, except insurance corporations and pension funds, Afghanistan"
"S125.AL","Other financial intermediaries, except insurance corporations and pension funds, Albania","Other financial intermediaries, except insurance corporations and pension funds, Albania"
"S125.AO","Other financial intermediaries, except insurance corporations and pension funds, Angola","Other financial intermediaries, except insurance corporations and pension funds, Angola"
"S125.AR","Other financial intermediaries, except insurance corporations and pension funds, Argentina","Other financial intermediaries, except insurance corporations and pension funds, Argentina"
"S125.AT","Other financial intermediaries, except insurance corporations and pension funds, Austria","Other financial intermediaries, except insurance corporations and pension funds, Austria"
"S125.AU","Other financial intermediaries, except insurance corporations and pension funds, Australia","Other financial intermediaries, except insurance corporations and pension funds, Australia"
"S125.BE","Other financial intermediaries, except insurance corporations and pension funds, Belgium","Other financial intermediaries, except insurance corporations and pension funds, Belgium"
"S125.BG","Other financial intermediaries, except insurance corporations and pension funds, Bulgaria","Other financial intermediaries, except insurance corporations and pension funds, Bulgaria"
"S125.BH","Other financial intermediaries, except insurance corporations and pension funds, Bahrain","Other financial intermediaries, except insurance corporations and pension funds, Bahrain"
"S125.BJ","Other financial intermediaries, except insurance corporations and pension funds, Benin","Other financial intermediaries, except insurance corporations and pension funds, Benin"
"S125.BM","Other financial intermediaries, except insurance corporations and pension funds, Bermuda","Other financial intermediaries, except insurance corporations and pension funds, Bermuda"
"S125.BR","Other financial intermediaries, except insurance corporations and pension funds, Brazil","Other financial intermediaries, except insurance corporations and pension funds, Brazil"
"S125.BS","Other financial intermediaries, except insurance corporations and pension funds, Bahamas (the)","Other financial intermediaries, except insurance corporations and pension funds, Bahamas (the)"
"S125.BY","Other financial intermediaries, except insurance corporations and pension funds, Belarus","Other financial intermediaries, except insurance corporations and pension funds, Belarus"
"S125.BZ","Other financial intermediaries, except insurance corporations and pension funds, Belize","Other financial intermediaries, except insurance corporations and pension funds, Belize"
"S125.CA","Other financial intermediaries, except insurance corporations and pension funds, Canada","Other financial intermediaries, except insurance corporations and pension funds, Canada"
"S125.CG","Other financial intermediaries, except insurance corporations and pension funds, Congo (the)","Other financial intermediaries, except insurance corporations and pension funds, Congo (the)"
"S125.CH","Other financial intermediaries, except insurance corporations and pension funds, Switzerland","Other financial intermediaries, except insurance corporations and pension funds, Switzerland"
"S125.CL","Other financial intermediaries, except insurance corporations and pension funds, Chile","Other financial intermediaries, except insurance corporations and pension funds, Chile"
"S125.CM","Other financial intermediaries, except insurance corporations and pension funds, Cameroon","Other financial intermediaries, except insurance corporations and pension funds, Cameroon"
"S125.CN","Other financial intermediaries, except insurance corporations and pension funds, China","Other financial intermediaries, except insurance corporations and pension funds, China excluding Taiwan (TW), Hong Kong (HK), Macao (MO)"
"S125.CO","Other financial intermediaries, except insurance corporations and pension funds, Colombia","Other financial intermediaries, except insurance corporations and pension funds, Colombia"
"S125.CW","Other financial intermediaries, except insurance corporations and pension funds, Curacao","Other financial intermediaries, except insurance corporations and pension funds, Curacao"
"S125.CY","Other financial intermediaries, except insurance corporations and pension funds, Cyprus","Other financial intermediaries, except insurance corporations and pension funds, Cyprus"
"S125.CZ","Other financial intermediaries, except insurance corporations and pension funds, Czechia","Other financial intermediaries, except insurance corporations and pension funds, Czechia"
"S125.DE","Other financial intermediaries, except insurance corporations and pension funds, Germany","Other financial intermediaries, except insurance corporations and pension funds, Germany"
"S125.DK","Other financial intermediaries, except insurance corporations and pension funds, Denmark","Other financial intermediaries, except insurance corporations and pension funds, Denmark"
"S125.DO","Other financial intermediaries, except insurance corporations and pension funds, Dominican Republic (the)","Other financial intermediaries, except insurance corporations and pension funds, Dominican Republic (the)"
"S125.EG","Other financial intermediaries, except insurance corporations and pension funds, Egypt","Other financial intermediaries, except insurance corporations and pension funds, Egypt"
"S125.ER","Other financial intermediaries, except insurance corporations and pension funds, Eritrea","Other financial intermediaries, except insurance corporations and pension funds, Eritrea"
"S125.ES","Other financial intermediaries, except insurance corporations and pension funds, Spain","Other financial intermediaries, except insurance corporations and pension funds, Spain"
"S125.FI","Other financial intermediaries, except insurance corporations and pension funds, Finland","Other financial intermediaries, except insurance corporations and pension funds, Finland excluding Aland (AX)"
"S125.FO","Other financial intermediaries, except insurance corporations and pension funds, Faroe Islands (the)","Other financial intermediaries, except insurance corporations and pension funds, Faroe Islands (the)"
"S125.FR","Other financial intermediaries, except insurance corporations and pension funds, France","Other financial intermediaries, except insurance corporations and pension funds, France excluding Guadeloupe (GP), Guyane (GF), La Réunion (RE), Martinique (MQ), Mayotte (YT), Nouvelle-Calédonie (NC), Polynésie française (PF), Saint-Barthélemy (BL), Saint-Martin (MF), Saint-Pierre-et-Miquelon (PM), Terres australes françaises (TF), Wallis-et-Futuna (WF)"
"S125.GB","Other financial intermediaries, except insurance corporations and pension funds, United Kingdom of Great Britain and Northern Ireland (the)","Other financial intermediaries, except insurance corporations and pension funds, United Kingdom of Great Britain and Northern Ireland (the)"
"S125.GE","Other financial intermediaries, except insurance corporations and pension funds, Georgia","Other financial intermediaries, except insurance corporations and pension funds, Georgia"
"S125.GG","Other financial intermediaries, except insurance corporations and pension funds, Guernsey","Other financial intermediaries, except insurance corporations and pension funds, Guernsey"
"S125.GI","Other financial intermediaries, except insurance corporations and pension funds, Gibraltar","Other financial intermediaries, except insurance corporations and pension funds, Gibraltar"
"S125.GR","Other financial intermediaries, except insurance corporations and pension funds, Greece","Other financial intermediaries, except insurance corporations and pension funds, Greece"
"S125.HK","Other financial intermediaries, except insurance corporations and pension funds, Hong Kong","Other financial intermediaries, except insurance corporations and pension funds, Hong Kong"
"S125.HR","Other financial intermediaries, except insurance corporations and pension funds, Croatia","Other financial intermediaries, except insurance corporations and pension funds, Croatia"
"S125.HU","Other financial intermediaries, except insurance corporations and pension funds, Hungary","Other financial intermediaries, except insurance corporations and pension funds, Hungary"
"S125.ID","Other financial intermediaries, except insurance corporations and pension funds, Indonesia","Other financial intermediaries, except insurance corporations and pension funds, Indonesia"
"S125.IE","Other financial intermediaries, except insurance corporations and pension funds, Ireland","Other financial intermediaries, except insurance corporations and pension funds, Ireland"
"S125.IL","Other financial intermediaries, except insurance corporations and pension funds, Israel","Other financial intermediaries, except insurance corporations and pension funds, Israel"
"S125.IM","Other financial intermediaries, except insurance corporations and pension funds, Isle of Man","Other financial intermediaries, except insurance corporations and pension funds, Isle of Man"
"S125.IN","Other financial intermediaries, except insurance corporations and pension funds, India","Other financial intermediaries, except insurance corporations and pension funds, India"
"S125.IO","Other financial intermediaries, except insurance corporations and pension funds, British Indian Ocean Territory (the)","Other financial intermediaries, except insurance corporations and pension funds, British Indian Ocean Territory (the)"
"S125.IS","Other financial intermediaries, except insurance corporations and pension funds, Iceland","Other financial intermediaries, except insurance corporations and pension funds, Iceland"
"S125.IT","Other financial intermediaries, except insurance corporations and pension funds, Italy","Other financial intermediaries, except insurance corporations and pension funds, Italy"
"S125.JE","Other financial intermediaries, except insurance corporations and pension funds, Jersey","Other financial intermediaries, except insurance corporations and pension funds, Jersey"
"S125.JP","Other financial intermediaries, except insurance corporations and pension funds, Japan","Other financial intermediaries, except insurance corporations and pension funds, Japan"
"S125.KE","Other financial intermediaries, except insurance corporations and pension funds, Kenya","Other financial intermediaries, except insurance corporations and pension funds, Kenya"
"S125.KR","Other financial intermediaries, except insurance corporations and pension funds, Korea (the Republic of)","Other financial intermediaries, except insurance corporations and pension funds, Korea (the Republic of)"
"S125.KY","Other financial intermediaries, except insurance corporations and pension funds, Cayman Islands (the)","Other financial intermediaries, except insurance corporations and pension funds, Cayman Islands (the)"
"S125.KZ","Other financial intermediaries, except insurance corporations and pension funds, Kazakhstan","Other financial intermediaries, except insurance corporations and pension funds, Kazakhstan"
"S125.LB","Other financial intermediaries, except insurance corporations and pension funds, Lebanon","Other financial intermediaries, except insurance corporations and pension funds, Lebanon"
"S125.LR","Other financial intermediaries, except insurance corporations and pension funds, Liberia","Other financial intermediaries, except insurance corporations and pension funds, Liberia"
"S125.LU","Other financial intermediaries, except insurance corporations and pension funds, Luxembourg","Other financial intermediaries, except insurance corporations and pension funds, Luxembourg"
"S125.LV","Other financial intermediaries, except insurance corporations and pension funds, Latvia","Other financial intermediaries, except insurance corporations and pension funds, Latvia"
"S125.LY","Other financial intermediaries, except insurance corporations and pension funds, Libya","Other financial intermediaries, except insurance corporations and pension funds, Libya"
"S125.ME","Other financial intermediaries, except insurance corporations and pension funds, Montenegro","Other financial intermediaries, except insurance corporations and pension funds, Montenegro"
"S125.MH","Other financial intermediaries, except insurance corporations and pension funds, Marshall Islands (the)","Other financial intermediaries, except insurance corporations and pension funds, Marshall Islands (the)"
"S125.MK","Other financial intermediaries, except insurance corporations and pension funds, Macedonia (the former Yugoslav Republic of)","Other financial intermediaries, except insurance corporations and pension funds, Macedonia (the former Yugoslav Republic of)"
"S125.MN","Other financial intermediaries, except insurance corporations and pension funds, Mongolia","Other financial intermediaries, except insurance corporations and pension funds, Mongolia"
"S125.MU","Other financial intermediaries, except insurance corporations and pension funds, Mauritius","Other financial intermediaries, except insurance corporations and pension funds, Mauritius"
"S125.MW","Other financial intermediaries, except insurance corporations and pension funds, Malawi","Other financial intermediaries, except insurance corporations and pension funds, Malawi"
"S125.MX","Other financial intermediaries, except insurance corporations and pension funds, Mexico","Other financial intermediaries, except insurance corporations and pension funds, Mexico"
"S125.NG","Other financial intermediaries, except insurance corporations and pension funds, Nigeria","Other financial intermediaries, except insurance corporations and pension funds, Nigeria"
"S125.NL","Other financial intermediaries, except insurance corporations and pension funds, Netherlands (the)","Other financial intermediaries, except insurance corporations and pension funds, Netherlands excluding Aruba (AW), Bonaire, Saint Eustatius and Saba (BQ), Curacao (CW), Sint Maarten (SX)"
"S125.NO","Other financial intermediaries, except insurance corporations and pension funds, Norway","Other financial intermediaries, except insurance corporations and pension funds, Norway excluding Svalbard and Jan Mayen (SJ)"
"S125.NZ","Other financial intermediaries, except insurance corporations and pension funds, New Zealand","Other financial intermediaries, except insurance corporations and pension funds, New Zealand"
"S125.OM","Other financial intermediaries, except insurance corporations and pension funds, Oman","Other financial intermediaries, except insurance corporations and pension funds, Oman"
"S125.PA","Other financial intermediaries, except insurance corporations and pension funds, Panama","Other financial intermediaries, except insurance corporations and pension funds, Panama"
"S125.PE","Other financial intermediaries, except insurance corporations and pension funds, Peru","Other financial intermediaries, except insurance corporations and pension funds, Peru"
"S125.PG","Other financial intermediaries, except insurance corporations and pension funds, Papua New Guinea","Other financial intermediaries, except insurance corporations and pension funds, Papua New Guinea"
"S125.PH","Other financial intermediaries, except insurance corporations and pension funds, Philippines (the)","Other financial intermediaries, except insurance corporations and pension funds, Philippines (the)"
"S125.PL","Other financial intermediaries, except insurance corporations and pension funds, Poland","Other financial intermediaries, except insurance corporations and pension funds, Poland"
"S125.PT","Other financial intermediaries, except insurance corporations and pension funds, Portugal","Other financial intermediaries, except insurance corporations and pension funds, Portugal"
"S125.QA","Other financial intermediaries, except insurance corporations and pension funds, Qatar","Other financial intermediaries, except insurance corporations and pension funds, Qatar"
"S125.RO","Other financial intermediaries, except insurance corporations and pension funds, Romania","Other financial intermediaries, except insurance corporations and pension funds, Romania"
"S125.RS","Other financial intermediaries, except insurance corporations and pension funds, Serbia","Other financial intermediaries, except insurance corporations and pension funds, Serbia"
"S125.RU","Other financial intermediaries, except insurance corporations and pension funds, Russian Federation (the)","Other financial intermediaries, except insurance corporations and pension funds, Russian Federation (the)"
"S125.SA","Other financial intermediaries, except insurance corporations and pension funds, Saudi Arabia","Other financial intermediaries, except insurance corporations and pension funds, Saudi Arabia"
"S125.SC","Other financial intermediaries, except insurance corporations and pension funds, Seychelles","Other financial intermediaries, except insurance corporations and pension funds, Seychelles"
"S125.SD","Other financial intermediaries, except insurance corporations and pension funds, Sudan (the)","Other financial intermediaries, except insurance corporations and pension funds, Sudan (the)"
"S125.SE","Other financial intermediaries, except insurance corporations and pension funds, Sweden","Other financial intermediaries, except insurance corporations and pension funds, Sweden"
"S125.SG","Other financial intermediaries, except insurance corporations and pension funds, Singapore","Other financial intermediaries, except insurance corporations and pension funds, Singapore"
"S125.SH","Other financial intermediaries, except insurance corporations and pension funds, Saint Helena, Ascension and Tristan da Cunha","Other financial intermediaries, except insurance corporations and pension funds, Saint Helena, Ascension and Tristan da Cunha"
"S125.SI","Other financial intermediaries, except insurance corporations and pension funds, Slovenia","Other financial intermediaries, except insurance corporations and pension funds, Slovenia"
"S125.SK","Other financial intermediaries, except insurance corporations and pension funds, Slovakia","Other financial intermediaries, except insurance corporations and pension funds, Slovakia"
"S125.TH","Other financial intermediaries, except insurance corporations and pension funds, Thailand","Other financial intermediaries, except insurance corporations and pension funds, Thailand"
"S125.TR","Other financial intermediaries, except insurance corporations and pension funds, Turkey","Other financial intermediaries, except insurance corporations and pension funds, Turkey"
"S125.TW","Other financial intermediaries, except insurance corporations and pension funds, Taiwan (Province of China)","Other financial intermediaries, except insurance corporations and pension funds, Taiwan (Province of China)"
"S125.TZ","Other financial intermediaries, except insurance corporations and pension funds, Tanzania, United Republic of","Other financial intermediaries, except insurance corporations and pension funds, Tanzania, United Republic of"
"S125.UA","Other financial intermediaries, except insurance corporations and pension funds, Ukraine","Other financial intermediaries, except insurance corporations and pension funds, Ukraine"
"S125.US","Other financial intermediaries, except insurance corporations and pension funds, United States of America (the)","Other financial intermediaries, except insurance corporations and pension funds, United States excluding American Samoa (AS), Guam (GU), Northern Mariana Islands (MP), Puerto Rico (PR), United States Minor Outlying Islands (UM), Virgin Islands, U.S. (VI)"
"S125.VA","Other financial intermediaries, except insurance corporations and pension funds, Holy See (the)","Other financial intermediaries, except insurance corporations and pension funds, Holy See (the)"
"S125.VE","Other financial intermediaries, except insurance corporations and pension funds, Venezuela (Bolivarian Republic of)","Other financial intermediaries, except insurance corporations and pension funds, Venezuela (Bolivarian Republic of)"
"S125.VG","Other financial intermediaries, except insurance corporations and pension funds, Virgin Islands (British)","Other financial intermediaries, except insurance corporations and pension funds, Virgin Islands (British)"
"S125.ZA","Other financial intermediaries, except insurance corporations and pension funds, South Africa","Other financial intermediaries, except insurance corporations and pension funds, South Africa"
"S125.ZM","Other financial intermediaries, except insurance corporations and pension funds, Zambia","Other financial intermediaries, except insurance corporations and pension funds, Zambia"
"S126.AE","Financial auxiliaries, United Arab Emirates (the)","Financial auxiliaries, United Arab Emirates (the)"
"S126.AF","Financial auxiliaries, Afghanistan","Financial auxiliaries, Afghanistan"
"S126.AL","Financial auxiliaries, Albania","Financial auxiliaries, Albania"
"S126.AO","Financial auxiliaries, Angola","Financial auxiliaries, Angola"
"S126.AR","Financial auxiliaries, Argentina","Financial auxiliaries, Argentina"
"S126.AT","Financial auxiliaries, Austria","Financial auxiliaries, Austria"
"S126.AU","Financial auxiliaries, Australia","Financial auxiliaries, Australia"
"S126.BE","Financial auxiliaries, Belgium","Financial auxiliaries, Belgium"
"S126.BG","Financial auxiliaries, Bulgaria","Financial auxiliaries, Bulgaria"
"S126.BH","Financial auxiliaries, Bahrain","Financial auxiliaries, Bahrain"
"S126.BJ","Financial auxiliaries, Benin","Financial auxiliaries, Benin"
"S126.BM","Financial auxiliaries, Bermuda","Financial auxiliaries, Bermuda"
"S126.BR","Financial auxiliaries, Brazil","Financial auxiliaries, Brazil"
"S126.BS","Financial auxiliaries, Bahamas (the)","Financial auxiliaries, Bahamas (the)"
"S126.BY","Financial auxiliaries, Belarus","Financial auxiliaries, Belarus"
"S126.BZ","Financial auxiliaries, Belize","Financial auxiliaries, Belize"
"S126.CA","Financial auxiliaries, Canada","Financial auxiliaries, Canada"
"S126.CG","Financial auxiliaries, Congo (the)","Financial auxiliaries, Congo (the)"
"S126.CH","Financial auxiliaries, Switzerland","Financial auxiliaries, Switzerland"
"S126.CL","Financial auxiliaries, Chile","Financial auxiliaries, Chile"
"S126.CM","Financial auxiliaries, Cameroon","Financial auxiliaries, Cameroon"
"S126.CN","Financial auxiliaries, China","Financial auxiliaries, China excluding Taiwan (TW), Hong Kong (HK), Macao (MO)"
"S126.CO","Financial auxiliaries, Colombia","Financial auxiliaries, Colombia"
"S126.CW","Financial auxiliaries, Curacao","Financial auxiliaries, Curacao"
"S126.CY","Financial auxiliaries, Cyprus","Financial auxiliaries, Cyprus"
"S126.CZ","Financial auxiliaries, Czechia","Financial auxiliaries, Czechia"
"S126.DE","Financial auxiliaries, Germany","Financial auxiliaries, Germany"
"S126.DK","Financial auxiliaries, Denmark","Financial auxiliaries, Denmark"
"S126.DO","Financial auxiliaries, Dominican Republic (the)","Financial auxiliaries, Dominican Republic (the)"
"S126.EG","Financial auxiliaries, Egypt","Financial auxiliaries, Egypt"
"S126.ER","Financial auxiliaries, Eritrea","Financial auxiliaries, Eritrea"
"S126.ES","Financial auxiliaries, Spain","Financial auxiliaries, Spain"
"S126.FI","Financial auxiliaries, Finland","Financial auxiliaries, Finland excluding Aland (AX)"
"S126.FO","Financial auxiliaries, Faroe Islands (the)","Financial auxiliaries, Faroe Islands (the)"
"S126.FR","Financial auxiliaries, France","Financial auxiliaries, France excluding Guadeloupe (GP), Guyane (GF), La Réunion (RE), Martinique (MQ), Mayotte (YT), Nouvelle-Calédonie (NC), Polynésie française (PF), Saint-Barthélemy (BL), Saint-Martin (MF), Saint-Pierre-et-Miquelon (PM), Terres australes françaises (TF), Wallis-et-Futuna (WF)"
"S126.GB","Financial auxiliaries, United Kingdom of Great Britain and Northern Ireland (the)","Financial auxiliaries, United Kingdom of Great Britain and Northern Ireland (the)"
"S126.GE","Financial auxiliaries, Georgia","Financial auxiliaries, Georgia"
"S126.GG","Financial auxiliaries, Guernsey","Financial auxiliaries, Guernsey"
"S126.GI","Financial auxiliaries, Gibraltar","Financial auxiliaries, Gibraltar"
"S126.GR","Financial auxiliaries, Greece","Financial auxiliaries, Greece"
"S126.HK","Financial auxiliaries, Hong Kong","Financial auxiliaries, Hong Kong"
"S126.HR","Financial auxiliaries, Croatia","Financial auxiliaries, Croatia"
"S126.HU","Financial auxiliaries, Hungary","Financial auxiliaries, Hungary"
"S126.ID","Financial auxiliaries, Indonesia","Financial auxiliaries, Indonesia"
"S126.IE","Financial auxiliaries, Ireland","Financial auxiliaries, Ireland"
"S126.IL","Financial auxiliaries, Israel","Financial auxiliaries, Israel"
"S126.IM","Financial auxiliaries, Isle of Man","Financial auxiliaries, Isle of Man"
"S126.IN","Financial auxiliaries, India","Financial auxiliaries, India"
"S126.IO","Financial auxiliaries, British Indian Ocean Territory (the)","Financial auxiliaries, British Indian Ocean Territory (the)"
"S126.IS","Financial auxiliaries, Iceland","Financial auxiliaries, Iceland"
"S126.IT","Financial auxiliaries, Italy","Financial auxiliaries, Italy"
"S126.JE","Financial auxiliaries, Jersey","Financial auxiliaries, Jersey"
"S126.JP","Financial auxiliaries, Japan","Financial auxiliaries, Japan"
"S126.KE","Financial auxiliaries, Kenya","Financial auxiliaries, Kenya"
"S126.KR","Financial auxiliaries, Korea (the Republic of)","Financial auxiliaries, Korea (the Republic of)"
"S126.KY","Financial auxiliaries, Cayman Islands (the)","Financial auxiliaries, Cayman Islands (the)"
"S126.KZ","Financial auxiliaries, Kazakhstan","Financial auxiliaries, Kazakhstan"
"S126.LB","Financial auxiliaries, Lebanon","Financial auxiliaries, Lebanon"
"S126.LR","Financial auxiliaries, Liberia","Financial auxiliaries, Liberia"
"S126.LU","Financial auxiliaries, Luxembourg","Financial auxiliaries, Luxembourg"
"S126.LV","Financial auxiliaries, Latvia","Financial auxiliaries, Latvia"
"S126.LY","Financial auxiliaries, Libya","Financial auxiliaries, Libya"
"S126.ME","Financial auxiliaries, Montenegro","Financial auxiliaries, Montenegro"
"S126.MH","Financial auxiliaries, Marshall Islands (the)","Financial auxiliaries, Marshall Islands (the)"
"S126.MK","Financial auxiliaries, Macedonia (the former Yugoslav Republic of)","Financial auxiliaries, Macedonia (the former Yugoslav Republic of)"
"S126.MN","Financial auxiliaries, Mongolia","Financial auxiliaries, Mongolia"
"S126.MU","Financial auxiliaries, Mauritius","Financial auxiliaries, Mauritius"
"S126.MW","Financial auxiliaries, Malawi","Financial auxiliaries, Malawi"
"S126.MX","Financial auxiliaries, Mexico","Financial auxiliaries, Mexico"
"S126.NG","Financial auxiliaries, Nigeria","Financial auxiliaries, Nigeria"
"S126.NL","Financial auxiliaries, Netherlands (the)","Financial auxiliaries, Netherlands excluding Aruba (AW), Bonaire, Saint Eustatius and Saba (BQ), Curacao (CW), Sint Maarten (SX)"
"S126.NO","Financial auxiliaries, Norway","Financial auxiliaries, Norway excluding Svalbard and Jan Mayen (SJ)"
"S126.NZ","Financial auxiliaries, New Zealand","Financial auxiliaries, New Zealand"
"S126.OM","Financial auxiliaries, Oman","Financial auxiliaries, Oman"
"S126.PA","Financial auxiliaries, Panama","Financial auxiliaries, Panama"
"S126.PE","Financial auxiliaries, Peru","Financial auxiliaries, Peru"
"S126.PG","Financial auxiliaries, Papua New Guinea","Financial auxiliaries, Papua New Guinea"
"S126.PH","Financial auxiliaries, Philippines (the)","Financial auxiliaries, Philippines (the)"
"S126.PL","Financial auxiliaries, Poland","Financial auxiliaries, Poland"
"S126.PT","Financial auxiliaries, Portugal","Financial auxiliaries, Portugal"
"S126.QA","Financial auxiliaries, Qatar","Financial auxiliaries, Qatar"
"S126.RO","Financial auxiliaries, Romania","Financial auxiliaries, Romania"
"S126.RS","Financial auxiliaries, Serbia","Financial auxiliaries, Serbia"
"S126.RU","Financial auxiliaries, Russian Federation (the)","Financial auxiliaries, Russian Federation (the)"
"S126.SA","Financial auxiliaries, Saudi Arabia","Financial auxiliaries, Saudi Arabia"
"S126.SC","Financial auxiliaries, Seychelles","Financial auxiliaries, Seychelles"
"S126.SD","Financial auxiliaries, Sudan (the)","Financial auxiliaries, Sudan (the)"
"S126.SE","Financial auxiliaries, Sweden","Financial auxiliaries, Sweden"
"S126.SG","Financial auxiliaries, Singapore","Financial auxiliaries, Singapore"
